"year","geoid","name","geography_level","road_rage_incidents","road_rage_shootings","victims_killed","victims_injured","victims_shot","suspects_killed","suspects_injured","suspects_shot","total_killed","total_injured","total_shot","incident_rate_100k","shooting_rate_100k","population","state_code","region","division"
2023,22180,"Fayetteville, NC","cbsa",2,2,0,4,4,0,0,0,0,4,4,0.508908442282149,0.508908442282149,392998,"NA","NA","NA"
2024,22180,"Fayetteville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,393812,"NA","NA","NA"
2020,22220,"Fayetteville-Springdale-Rogers, AR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,549888,"NA","NA","NA"
2021,22220,"Fayetteville-Springdale-Rogers, AR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,562965,"NA","NA","NA"
2022,22220,"Fayetteville-Springdale-Rogers, AR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,576403,"NA","NA","NA"
2023,22220,"Fayetteville-Springdale-Rogers, AR","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.16894888451499,0.16894888451499,591895,"NA","NA","NA"
2024,22220,"Fayetteville-Springdale-Rogers, AR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,605615,"NA","NA","NA"
2020,22260,"Fergus Falls, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,60072,"NA","NA","NA"
2021,22260,"Fergus Falls, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,60222,"NA","NA","NA"
2022,22260,"Fergus Falls, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,60519,"NA","NA","NA"
2023,22260,"Fergus Falls, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,60687,"NA","NA","NA"
2024,22260,"Fergus Falls, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,60884,"NA","NA","NA"
2020,22300,"Findlay, OH","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.33457894034432,1.33457894034432,74930,"NA","NA","NA"
2021,22300,"Findlay, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,74775,"NA","NA","NA"
2022,22300,"Findlay, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,74861,"NA","NA","NA"
2023,22300,"Findlay, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,74847,"NA","NA","NA"
2024,22300,"Findlay, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,75016,"NA","NA","NA"
2020,22380,"Flagstaff, AZ","cbsa",2,1,0,2,2,0,0,0,0,2,2,1.37760022041604,0.688800110208018,145180,"NA","NA","NA"
2021,22380,"Flagstaff, AZ","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,142780,"NA","NA","NA"
2022,22380,"Flagstaff, AZ","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,144060,"NA","NA","NA"
2023,22380,"Flagstaff, AZ","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,144934,"NA","NA","NA"
2024,22380,"Flagstaff, AZ","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,145161,"NA","NA","NA"
2020,22420,"Flint, MI","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.24645292625882,0.24645292625882,405757,"NA","NA","NA"
2021,22420,"Flint, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,404662,"NA","NA","NA"
2022,22420,"Flint, MI","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.248766738891943,0.248766738891943,401983,"NA","NA","NA"
2023,22420,"Flint, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,401711,"NA","NA","NA"
2024,22420,"Flint, MI","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.248583694401149,0.248583694401149,402279,"NA","NA","NA"
2020,22500,"Florence, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,199654,"NA","NA","NA"
2021,22500,"Florence, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,199147,"NA","NA","NA"
2022,22500,"Florence, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,199119,"NA","NA","NA"
2023,22500,"Florence, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,199822,"NA","NA","NA"
2024,22500,"Florence, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,200474,"NA","NA","NA"
2020,22520,"Florence-Muscle Shoals, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,151324,"NA","NA","NA"
2021,22520,"Florence-Muscle Shoals, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,152481,"NA","NA","NA"
2022,22520,"Florence-Muscle Shoals, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,153911,"NA","NA","NA"
2023,22520,"Florence-Muscle Shoals, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,155249,"NA","NA","NA"
2024,22520,"Florence-Muscle Shoals, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,156287,"NA","NA","NA"
2020,22540,"Fond du Lac, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,104150,"NA","NA","NA"
2021,22540,"Fond du Lac, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,104166,"NA","NA","NA"
2022,22540,"Fond du Lac, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,103836,"NA","NA","NA"
2023,22540,"Fond du Lac, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,104135,"NA","NA","NA"
2024,22540,"Fond du Lac, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,104269,"NA","NA","NA"
2020,22580,"Forest City, NC","cbsa",1,0,0,0,0,0,0,0,0,0,0,1.550892538656,0,64479,"NA","NA","NA"
2021,22580,"Forest City, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,64618,"NA","NA","NA"
2022,22580,"Forest City, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,64963,"NA","NA","NA"
2023,22580,"Forest City, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,65369,"NA","NA","NA"
2024,22580,"Forest City, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,65587,"NA","NA","NA"
2020,22660,"Fort Collins, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,359899,"NA","NA","NA"
2021,22660,"Fort Collins, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,362713,"NA","NA","NA"
2022,22660,"Fort Collins, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,366778,"NA","NA","NA"
2023,22660,"Fort Collins-Loveland, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,371530,"NA","NA","NA"
2024,22660,"Fort Collins-Loveland, CO","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.266969944523646,0.266969944523646,374574,"NA","NA","NA"
2020,22900,"Fort Smith, AR-OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,244328,"NA","NA","NA"
2021,22900,"Fort Smith, AR-OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,245456,"NA","NA","NA"
2022,22900,"Fort Smith, AR-OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,247072,"NA","NA","NA"
2023,22900,"Fort Smith, AR-OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,231261,"NA","NA","NA"
2024,22900,"Fort Smith, AR-OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,232848,"NA","NA","NA"
2020,23060,"Fort Wayne, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,420420,"NA","NA","NA"
2021,23060,"Fort Wayne, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,423604,"NA","NA","NA"
2022,23060,"Fort Wayne, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,426076,"NA","NA","NA"
2023,23060,"Fort Wayne, IN","cbsa",2,2,0,1,1,0,1,1,0,2,2,0.436154599359289,0.436154599359289,458553,"NA","NA","NA"
2024,23060,"Fort Wayne, IN","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.215992984547862,0.215992984547862,462978,"NA","NA","NA"
2020,23180,"Frankfort, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,75459,"NA","NA","NA"
2021,23180,"Frankfort, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,75726,"NA","NA","NA"
2022,23180,"Frankfort, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,75831,"NA","NA","NA"
2023,23180,"Frankfort, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,76444,"NA","NA","NA"
2024,23180,"Frankfort, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,77325,"NA","NA","NA"
2020,23420,"Fresno, CA","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.0990586456900078,0.0990586456900078,1009503,"NA","NA","NA"
2021,23420,"Fresno, CA","cbsa",4,2,0,2,2,0,0,0,0,2,2,0.394869850897144,0.197434925448572,1012992,"NA","NA","NA"
2022,23420,"Fresno, CA","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.0985037283661187,0.0985037283661187,1015190,"NA","NA","NA"
2023,23420,"Fresno, CA","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.0845093513822772,0.0845093513822772,1183301,"NA","NA","NA"
2024,23420,"Fresno, CA","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.084064908196917,0.084064908196917,1189557,"NA","NA","NA"
2020,23460,"Gadsden, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,103447,"NA","NA","NA"
2021,23460,"Gadsden, AL","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.969565343856349,0.969565343856349,103139,"NA","NA","NA"
2022,23460,"Gadsden, AL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.970045010088468,0.970045010088468,103088,"NA","NA","NA"
2023,23460,"Gadsden, AL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,103174,"NA","NA","NA"
2024,23460,"Gadsden, AL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.96892652630151,0.96892652630151,103207,"NA","NA","NA"
2020,23500,"Gaffney, SC","cbsa",1,1,1,0,1,0,0,0,1,0,1,1.77913782980768,1.77913782980768,56207,"NA","NA","NA"
2021,23500,"Gaffney, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,56025,"NA","NA","NA"
2022,23500,"Gaffney, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,56121,"NA","NA","NA"
2023,23500,"Gaffney, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,56943,"NA","NA","NA"
2024,23500,"Gaffney, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,57770,"NA","NA","NA"
2020,23540,"Gainesville, FL","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.29352713951932,0,340684,"NA","NA","NA"
2021,23540,"Gainesville, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,344281,"NA","NA","NA"
2022,23540,"Gainesville, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,348282,"NA","NA","NA"
2023,23540,"Gainesville, FL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.281403188860936,0.281403188860936,355362,"NA","NA","NA"
2024,23540,"Gainesville, FL","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.277947634665629,0.277947634665629,359780,"NA","NA","NA"
2020,23580,"Gainesville, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,203735,"NA","NA","NA"
2021,23580,"Gainesville, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,207393,"NA","NA","NA"
2022,23580,"Gainesville, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,212692,"NA","NA","NA"
2023,23580,"Gainesville, GA","cbsa",1,1,0,2,2,0,0,0,0,2,2,0.458194347714527,0.458194347714527,218248,"NA","NA","NA"
2024,23580,"Gainesville, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,221745,"NA","NA","NA"
2020,23700,"Gallup, NM","cbsa",1,0,0,0,0,0,0,0,0,0,0,1.37782799195348,0,72578,"NA","NA","NA"
2021,23700,"Gallup, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,71484,"NA","NA","NA"
2022,23700,"Gallup, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,69830,"NA","NA","NA"
2023,23700,"Gallup, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,69073,"NA","NA","NA"
2024,23700,"Gallup, NM","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,68945,"NA","NA","NA"
2020,23780,"Garden City, KS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,42263,"NA","NA","NA"
2021,23780,"Garden City, KS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,41958,"NA","NA","NA"
2022,23780,"Garden City, KS","cbsa",1,1,0,1,1,0,0,0,0,1,1,2.40934827129262,2.40934827129262,41505,"NA","NA","NA"
2023,23780,"Garden City, KS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,37999,"NA","NA","NA"
2024,23780,"Garden City, KS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38354,"NA","NA","NA"
2020,23820,"Gardnerville Ranchos, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,49522,"NA","NA","NA"
2021,23820,"Gardnerville Ranchos, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,49969,"NA","NA","NA"
2022,23820,"Gardnerville Ranchos, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,49628,"NA","NA","NA"
2023,23820,"Gardnerville Ranchos, NV-CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,50548,"NA","NA","NA"
2024,23820,"Gardnerville Ranchos, NV-CA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,50663,"NA","NA","NA"
2020,23900,"Gettysburg, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,103779,"NA","NA","NA"
2021,23900,"Gettysburg, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,105632,"NA","NA","NA"
2022,23900,"Gettysburg, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,106027,"NA","NA","NA"
2023,23900,"Gettysburg, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,107147,"NA","NA","NA"
2024,23900,"Gettysburg, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,107914,"NA","NA","NA"
2020,24020,"Glens Falls, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,126820,"NA","NA","NA"
2021,24020,"Glens Falls, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,126748,"NA","NA","NA"
2022,24020,"Glens Falls, NY","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.79088895919013,0.79088895919013,126440,"NA","NA","NA"
2023,24020,"Glens Falls, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,125540,"NA","NA","NA"
2024,24020,"Glens Falls, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,125127,"NA","NA","NA"
2020,24140,"Goldsboro, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,117266,"NA","NA","NA"
2021,24140,"Goldsboro, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,116866,"NA","NA","NA"
2022,24140,"Goldsboro, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,117286,"NA","NA","NA"
2023,24140,"Goldsboro, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,119570,"NA","NA","NA"
2024,24140,"Goldsboro, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,120338,"NA","NA","NA"
2020,24220,"Grand Forks, ND-MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,104209,"NA","NA","NA"
2021,24220,"Grand Forks, ND-MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,103329,"NA","NA","NA"
2022,24220,"Grand Forks, ND-MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,103144,"NA","NA","NA"
2023,24220,"Grand Forks, ND-MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,103636,"NA","NA","NA"
2024,24220,"Grand Forks, ND-MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,104184,"NA","NA","NA"
2020,24300,"Grand Junction, CO","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.641005095990513,0,156005,"NA","NA","NA"
2021,24300,"Grand Junction, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,157434,"NA","NA","NA"
2022,24300,"Grand Junction, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,158636,"NA","NA","NA"
2023,24300,"Grand Junction, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,159690,"NA","NA","NA"
2024,24300,"Grand Junction, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,161260,"NA","NA","NA"
2020,24330,"Grand Rapids, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45035,"NA","NA","NA"
2021,24330,"Grand Rapids, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45058,"NA","NA","NA"
2022,24330,"Grand Rapids, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45205,"NA","NA","NA"
2023,24330,"Grand Rapids, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45518,"NA","NA","NA"
2024,24330,"Grand Rapids, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,45442,"NA","NA","NA"
2020,24340,"Grand Rapids-Kentwood, MI","cbsa",2,0,0,0,0,0,0,0,0,0,0,0.183679692005892,0,1088852,"NA","NA","NA"
2021,24340,"Grand Rapids-Kentwood, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,1091572,"NA","NA","NA"
2022,24340,"Grand Rapids-Kentwood, MI","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.182782275237206,0.182782275237206,1094198,"NA","NA","NA"
2023,24340,"Grand Rapids-Wyoming-Kentwood, MI","cbsa",2,2,0,2,2,0,0,0,0,2,2,0.171364921600548,0.171364921600548,1167100,"NA","NA","NA"
2024,24340,"Grand Rapids-Wyoming-Kentwood, MI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,1178826,"NA","NA","NA"
2020,24420,"Grants Pass, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,88235,"NA","NA","NA"
2021,24420,"Grants Pass, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,88590,"NA","NA","NA"
2022,24420,"Grants Pass, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,87730,"NA","NA","NA"
2023,24420,"Grants Pass, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,88001,"NA","NA","NA"
2024,24420,"Grants Pass, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,88276,"NA","NA","NA"
2020,24500,"Great Falls, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,84402,"NA","NA","NA"
2021,24500,"Great Falls, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,84498,"NA","NA","NA"
2022,24500,"Great Falls, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,84864,"NA","NA","NA"
2023,24500,"Great Falls, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,84625,"NA","NA","NA"
2024,24500,"Great Falls, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,84523,"NA","NA","NA"
2020,24540,"Greeley, CO","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.301725568526402,0,331427,"NA","NA","NA"
2021,24540,"Greeley, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,339811,"NA","NA","NA"
2022,24540,"Greeley, CO","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.285570684455817,0.285570684455817,350176,"NA","NA","NA"
2023,24540,"Greeley, CO","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.277611211051147,0.277611211051147,360216,"NA","NA","NA"
2024,24540,"Greeley, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,369745,"NA","NA","NA"
2020,24580,"Green Bay, WI","cbsa",2,0,0,0,0,0,0,0,0,0,0,0.608733499517579,0,328551,"NA","NA","NA"
2021,24580,"Green Bay, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,328784,"NA","NA","NA"
2022,24580,"Green Bay, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,330292,"NA","NA","NA"
2023,24580,"Green Bay, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,332548,"NA","NA","NA"
2024,24580,"Green Bay, WI","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,334697,"NA","NA","NA"
2020,24620,"Greeneville, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,70333,"NA","NA","NA"
2021,24620,"Greeneville, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,70603,"NA","NA","NA"
2022,24620,"Greeneville, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,71405,"NA","NA","NA"
2023,24620,"Greeneville, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,72546,"NA","NA","NA"
2024,24620,"Greeneville, TN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,73398,"NA","NA","NA"
2020,24660,"Greensboro-High Point, NC","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.129014945091239,0,775104,"NA","NA","NA"
2021,24660,"Greensboro-High Point, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,779125,"NA","NA","NA"
2022,24660,"Greensboro-High Point, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,784101,"NA","NA","NA"
2023,24660,"Greensboro-High Point, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,793159,"NA","NA","NA"
2024,24660,"Greensboro-High Point, NC","cbsa",3,3,2,1,3,0,0,0,2,1,3,0.374661867664433,0.374661867664433,800722,"NA","NA","NA"
2020,24780,"Greenville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,170378,"NA","NA","NA"
2021,24780,"Greenville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,172273,"NA","NA","NA"
2022,24780,"Greenville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,173542,"NA","NA","NA"
2023,24780,"Greenville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,178956,"NA","NA","NA"
2024,24780,"Greenville, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,180783,"NA","NA","NA"
2020,24860,"Greenville-Anderson, SC","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.107448779166971,0,930676,"NA","NA","NA"
2021,24860,"Greenville-Anderson, SC","cbsa",1,1,0,2,2,0,0,0,0,2,2,0.106239555323717,0.106239555323717,941269,"NA","NA","NA"
2022,24860,"Greenville-Anderson, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,958958,"NA","NA","NA"
2023,24860,"Greenville-Anderson-Greer, SC","cbsa",2,2,1,0,1,1,0,1,2,0,2,0.20416329797225,0.20416329797225,979608,"NA","NA","NA"
2024,24860,"Greenville-Anderson-Greer, SC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.100333105911627,0.100333105911627,996680,"NA","NA","NA"
2020,24940,"Greenwood, SC","cbsa",1,0,0,0,0,0,0,0,0,0,0,1.441171384101,0,69388,"NA","NA","NA"
2021,24940,"Greenwood, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,69148,"NA","NA","NA"
2022,24940,"Greenwood, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,69267,"NA","NA","NA"
2023,24940,"Greenwood, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,94145,"NA","NA","NA"
2024,24940,"Greenwood, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,94648,"NA","NA","NA"
2020,25060,"Gulfport-Biloxi, MS","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.240017089216752,0.240017089216752,416637,"NA","NA","NA"
2021,25060,"Gulfport-Biloxi, MS","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.238825931719666,0.238825931719666,418715,"NA","NA","NA"
2022,25060,"Gulfport-Biloxi, MS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,420782,"NA","NA","NA"
2023,25060,"Gulfport-Biloxi, MS","cbsa",2,2,0,3,3,0,0,0,0,3,3,0.473121942449447,0.473121942449447,422724,"NA","NA","NA"
2024,25060,"Gulfport-Biloxi, MS","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,426793,"NA","NA","NA"
2020,25100,"Guymon, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,21291,"NA","NA","NA"
2021,25100,"Guymon, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,20822,"NA","NA","NA"
2022,25100,"Guymon, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,20495,"NA","NA","NA"
2023,25100,"Guymon, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,20512,"NA","NA","NA"
2024,25100,"Guymon, OK","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,20577,"NA","NA","NA"
2020,25180,"Hagerstown-Martinsburg, MD-WV","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.339610466794587,0,294455,"NA","NA","NA"
2021,25180,"Hagerstown-Martinsburg, MD-WV","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.334816570741719,0.334816570741719,298671,"NA","NA","NA"
2022,25180,"Hagerstown-Martinsburg, MD-WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,302510,"NA","NA","NA"
2023,25180,"Hagerstown-Martinsburg, MD-WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,306547,"NA","NA","NA"
2024,25180,"Hagerstown-Martinsburg, MD-WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,311295,"NA","NA","NA"
2020,25220,"Hammond, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,133635,"NA","NA","NA"
2021,25220,"Hammond, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,135508,"NA","NA","NA"
2022,25220,"Hammond, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,137048,"NA","NA","NA"
2023,25220,"Hammond, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,137999,"NA","NA","NA"
2024,25220,"Hammond, LA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,139823,"NA","NA","NA"
2020,25420,"Harrisburg-Carlisle, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,592736,"NA","NA","NA"
2021,25420,"Harrisburg-Carlisle, PA","cbsa",2,1,0,1,1,0,0,0,0,1,1,0.333488405441864,0.166744202720932,599721,"NA","NA","NA"
2022,25420,"Harrisburg-Carlisle, PA","cbsa",2,2,1,1,2,0,0,0,1,1,2,0.331404009657113,0.331404009657113,603493,"NA","NA","NA"
2023,25420,"Harrisburg-Carlisle, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,608806,"NA","NA","NA"
