"year","geoid","name","geography_level","road_rage_incidents","road_rage_shootings","victims_killed","victims_injured","victims_shot","suspects_killed","suspects_injured","suspects_shot","total_killed","total_injured","total_shot","incident_rate_100k","shooting_rate_100k","population","state_code","region","division"
2023,13460,"Bend, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,261297,"NA","NA","NA"
2024,13460,"Bend, OR","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,264407,"NA","NA","NA"
2020,13700,"Big Spring, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,34812,"NA","NA","NA"
2021,13700,"Big Spring, TX","cbsa",1,1,0,1,1,0,0,0,0,1,1,2.91239515377446,2.91239515377446,34336,"NA","NA","NA"
2022,13700,"Big Spring, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,33672,"NA","NA","NA"
2023,13700,"Big Spring, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,30704,"NA","NA","NA"
2024,13700,"Big Spring, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,30833,"NA","NA","NA"
2020,13740,"Billings, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,184703,"NA","NA","NA"
2021,13740,"Billings, MT","cbsa",3,1,0,1,1,0,0,0,0,1,1,1.60183677283285,0.533945590944283,187285,"NA","NA","NA"
2022,13740,"Billings, MT","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.525740242261104,0.525740242261104,190208,"NA","NA","NA"
2023,13740,"Billings, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,191390,"NA","NA","NA"
2024,13740,"Billings, MT","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.519396876347186,0.519396876347186,192531,"NA","NA","NA"
2020,13820,"Birmingham-Hoover, AL","cbsa",5,5,2,5,7,0,0,0,2,5,7,0.447810386334976,0.447810386334976,1116544,"NA","NA","NA"
2021,13820,"Birmingham-Hoover, AL","cbsa",5,5,1,6,7,0,0,0,1,6,7,0.447610743374018,0.447610743374018,1117042,"NA","NA","NA"
2022,13820,"Birmingham-Hoover, AL","cbsa",3,3,1,2,3,0,0,0,1,2,3,0.26861093228587,0.26861093228587,1116857,"NA","NA","NA"
2023,13820,"Birmingham, AL","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.0843027446444574,0.0843027446444574,1186201,"NA","NA","NA"
2024,13820,"Birmingham, AL","cbsa",3,3,1,2,3,0,0,0,1,2,3,0.251554818406769,0.251554818406769,1192583,"NA","NA","NA"
2020,13900,"Bismarck, ND","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.747518239445042,0,133776,"NA","NA","NA"
2021,13900,"Bismarck, ND","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,134400,"NA","NA","NA"
2022,13900,"Bismarck, ND","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,134846,"NA","NA","NA"
2023,13900,"Bismarck, ND","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,137404,"NA","NA","NA"
2024,13900,"Bismarck, ND","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,139183,"NA","NA","NA"
2020,14010,"Bloomington, IL","cbsa",2,1,0,1,1,0,0,0,0,1,1,1.16990535465681,0.584952677328404,170954,"NA","NA","NA"
2021,14010,"Bloomington, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,171190,"NA","NA","NA"
2022,14010,"Bloomington, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,171141,"NA","NA","NA"
2023,14010,"Bloomington, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,171493,"NA","NA","NA"
2024,14010,"Bloomington, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,172069,"NA","NA","NA"
2020,14020,"Bloomington, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,160885,"NA","NA","NA"
2021,14020,"Bloomington, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,161567,"NA","NA","NA"
2022,14020,"Bloomington, IN","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.620243507601084,0.620243507601084,161227,"NA","NA","NA"
2023,14020,"Bloomington, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,162827,"NA","NA","NA"
2024,14020,"Bloomington, IN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,162553,"NA","NA","NA"
2020,14260,"Boise City, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,770188,"NA","NA","NA"
2021,14260,"Boise City, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,796989,"NA","NA","NA"
2022,14260,"Boise City, ID","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.123253497934271,0.123253497934271,811336,"NA","NA","NA"
2023,14260,"Boise City, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,828138,"NA","NA","NA"
2024,14260,"Boise City, ID","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.118220497779228,0.118220497779228,845877,"NA","NA","NA"
2020,14380,"Boone, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,54117,"NA","NA","NA"
2021,14380,"Boone, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,54962,"NA","NA","NA"
2022,14380,"Boone, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,55089,"NA","NA","NA"
2023,14380,"Boone, NC","cbsa",1,1,1,0,1,0,0,0,1,0,1,1.80440274269217,1.80440274269217,55420,"NA","NA","NA"
2024,14380,"Boone, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,54997,"NA","NA","NA"
2020,14460,"Boston-Cambridge-Newton, MA-NH","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.0202816430645806,0,4930567,"NA","NA","NA"
2021,14460,"Boston-Cambridge-Newton, MA-NH","cbsa",6,2,0,3,3,0,0,0,0,3,3,0.122356388267817,0.040785462755939,4903708,"NA","NA","NA"
2022,14460,"Boston-Cambridge-Newton, MA-NH","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.0204058728101948,0.0204058728101948,4900550,"NA","NA","NA"
2023,14460,"Boston-Cambridge-Newton, MA-NH","cbsa",1,1,0,0,0,0,1,1,0,1,1,0.0201317988607818,0.0201317988607818,4967266,"NA","NA","NA"
2024,14460,"Boston-Cambridge-Newton, MA-NH","cbsa",2,2,1,0,1,0,1,1,1,1,2,0.0397969004979985,0.0397969004979985,5025517,"NA","NA","NA"
2020,14500,"Boulder, CO","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.302186013622545,0,330922,"NA","NA","NA"
2021,14500,"Boulder, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,327075,"NA","NA","NA"
2022,14500,"Boulder, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,327468,"NA","NA","NA"
2023,14500,"Boulder, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,328419,"NA","NA","NA"
2024,14500,"Boulder, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,330262,"NA","NA","NA"
2020,14540,"Bowling Green, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,180057,"NA","NA","NA"
2021,14540,"Bowling Green, KY","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.548041300392398,0.548041300392398,182468,"NA","NA","NA"
2022,14540,"Bowling Green, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,185682,"NA","NA","NA"
2023,14540,"Bowling Green, KY","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.524647961218023,0.524647961218023,190604,"NA","NA","NA"
2024,14540,"Bowling Green, KY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,195159,"NA","NA","NA"
2020,14580,"Bozeman, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,119585,"NA","NA","NA"
2021,14580,"Bozeman, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,123051,"NA","NA","NA"
2022,14580,"Bozeman, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,124857,"NA","NA","NA"
2023,14580,"Bozeman, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,125929,"NA","NA","NA"
2024,14580,"Bozeman, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,126984,"NA","NA","NA"
2020,14660,"Brainerd, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,96419,"NA","NA","NA"
2021,14660,"Brainerd, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,97983,"NA","NA","NA"
2022,14660,"Brainerd, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,99222,"NA","NA","NA"
2023,14660,"Brainerd, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,99679,"NA","NA","NA"
2024,14660,"Brainerd, MN","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,100084,"NA","NA","NA"
2020,14740,"Bremerton-Silverdale-Port Orchard, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,275802,"NA","NA","NA"
2021,14740,"Bremerton-Silverdale-Port Orchard, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,276591,"NA","NA","NA"
2022,14740,"Bremerton-Silverdale-Port Orchard, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,277673,"NA","NA","NA"
2023,14740,"Bremerton-Silverdale-Port Orchard, WA","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.360165676211057,0.360165676211057,277650,"NA","NA","NA"
2024,14740,"Bremerton-Silverdale-Port Orchard, WA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,281420,"NA","NA","NA"
2020,14780,"Brenham, TX","cbsa",1,0,0,0,0,0,0,0,0,0,0,2.79290601871247,0,35805,"NA","NA","NA"
2021,14780,"Brenham, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,35898,"NA","NA","NA"
2022,14780,"Brenham, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,36159,"NA","NA","NA"
2023,14780,"Brenham, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,37286,"NA","NA","NA"
2024,14780,"Brenham, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,37810,"NA","NA","NA"
2020,14860,"Bridgeport-Stamford-Norwalk, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,955261,"NA","NA","NA"
2021,14860,"Bridgeport-Stamford-Norwalk, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,963050,"NA","NA","NA"
2022,14860,"Bridgeport-Stamford-Norwalk, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,962946,"NA","NA","NA"
2023,14860,"Bridgeport-Stamford-Danbury, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,961501,"NA","NA","NA"
2024,14860,"Bridgeport-Stamford-Danbury, CT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,972679,"NA","NA","NA"
2020,15220,"Brownwood, TX","cbsa",1,0,0,0,0,0,0,0,0,0,0,2.6282590412111,0,38048,"NA","NA","NA"
2021,15220,"Brownwood, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38142,"NA","NA","NA"
2022,15220,"Brownwood, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38373,"NA","NA","NA"
2023,15220,"Brownwood, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38477,"NA","NA","NA"
2024,15220,"Brownwood, TX","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38631,"NA","NA","NA"
2020,15260,"Brunswick, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,113501,"NA","NA","NA"
2021,15260,"Brunswick, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,113877,"NA","NA","NA"
2022,15260,"Brunswick, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,114442,"NA","NA","NA"
2023,15260,"Brunswick-St. Simons, GA","cbsa",1,1,0,2,2,0,0,0,0,2,2,0.860748162302673,0.860748162302673,116178,"NA","NA","NA"
2024,15260,"Brunswick-St. Simons, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,117135,"NA","NA","NA"
2020,15380,"Buffalo-Cheektowaga, NY","cbsa",2,0,0,0,0,0,0,0,0,0,0,0.171714648032193,0,1164723,"NA","NA","NA"
2021,15380,"Buffalo-Cheektowaga, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,1166241,"NA","NA","NA"
2022,15380,"Buffalo-Cheektowaga, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,1161192,"NA","NA","NA"
2023,15380,"Buffalo-Cheektowaga, NY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,1158070,"NA","NA","NA"
2024,15380,"Buffalo-Cheektowaga, NY","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.0861941160448623,0.0861941160448623,1160172,"NA","NA","NA"
2020,15420,"Burley, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,46426,"NA","NA","NA"
2021,15420,"Burley, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,47194,"NA","NA","NA"
2022,15420,"Burley, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,47849,"NA","NA","NA"
2023,15420,"Burley, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,48343,"NA","NA","NA"
2024,15420,"Burley, ID","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,48667,"NA","NA","NA"
2020,15500,"Burlington, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,171954,"NA","NA","NA"
2021,15500,"Burlington, NC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,173876,"NA","NA","NA"
2022,15500,"Burlington, NC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.56704450732338,0.56704450732338,176353,"NA","NA","NA"
2023,15500,"Burlington, NC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.556740174927763,0.556740174927763,179617,"NA","NA","NA"
2024,15500,"Burlington, NC","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.546328671328671,0.546328671328671,183040,"NA","NA","NA"
2020,15540,"Burlington-South Burlington, VT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,225702,"NA","NA","NA"
2021,15540,"Burlington-South Burlington, VT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,227122,"NA","NA","NA"
2022,15540,"Burlington-South Burlington, VT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,227521,"NA","NA","NA"
2023,15540,"Burlington-South Burlington, VT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,228503,"NA","NA","NA"
2024,15540,"Burlington-South Burlington, VT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,229445,"NA","NA","NA"
2020,15580,"Butte-Silver Bow, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,35201,"NA","NA","NA"
2021,15580,"Butte-Silver Bow, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,35554,"NA","NA","NA"
2022,15580,"Butte-Silver Bow, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,36068,"NA","NA","NA"
2023,15580,"Butte-Silver Bow, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,36193,"NA","NA","NA"
2024,15580,"Butte-Silver Bow, MT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,36134,"NA","NA","NA"
2020,15660,"Calhoun, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,57716,"NA","NA","NA"
2021,15660,"Calhoun, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58253,"NA","NA","NA"
2022,15660,"Calhoun, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58954,"NA","NA","NA"
2023,15660,"Calhoun, GA","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.67101129603636,1.67101129603636,59844,"NA","NA","NA"
2024,15660,"Calhoun, GA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,60765,"NA","NA","NA"
2020,15680,"California-Lexington Park, MD","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,113987,"NA","NA","NA"
2021,15680,"California-Lexington Park, MD","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,114664,"NA","NA","NA"
2022,15680,"California-Lexington Park, MD","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,114877,"NA","NA","NA"
2020,15740,"Cambridge, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38415,"NA","NA","NA"
2021,15740,"Cambridge, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38263,"NA","NA","NA"
2022,15740,"Cambridge, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38098,"NA","NA","NA"
2023,15740,"Cambridge, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38126,"NA","NA","NA"
2024,15740,"Cambridge, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,38219,"NA","NA","NA"
2020,15860,"Cañon City, CO","cbsa",1,0,0,0,0,0,0,0,0,0,0,2.04591022545931,0,48878,"NA","NA","NA"
2021,15860,"Cañon City, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,49234,"NA","NA","NA"
2022,15860,"Cañon City, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,49621,"NA","NA","NA"
2023,15860,"Cañon City, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,50352,"NA","NA","NA"
2024,15860,"Cañon City, CO","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,50093,"NA","NA","NA"
2020,15940,"Canton-Massillon, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,401183,"NA","NA","NA"
2021,15940,"Canton-Massillon, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,400330,"NA","NA","NA"
2022,15940,"Canton-Massillon, OH","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.250428232277194,0.250428232277194,399316,"NA","NA","NA"
2023,15940,"Canton-Massillon, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,399806,"NA","NA","NA"
2024,15940,"Canton-Massillon, OH","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,400551,"NA","NA","NA"
2020,15980,"Cape Coral-Fort Myers, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,765504,"NA","NA","NA"
2021,15980,"Cape Coral-Fort Myers, FL","cbsa",2,1,1,1,2,0,0,0,1,1,2,0.252948110224669,0.126474055112334,790676,"NA","NA","NA"
2022,15980,"Cape Coral-Fort Myers, FL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,822453,"NA","NA","NA"
2023,15980,"Cape Coral-Fort Myers, FL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.118451694214582,0.118451694214582,844226,"NA","NA","NA"
2024,15980,"Cape Coral-Fort Myers, FL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.116149549513972,0.116149549513972,860959,"NA","NA","NA"
2020,16020,"Cape Girardeau, MO-IL","cbsa",1,0,0,0,0,0,0,0,0,0,0,1.02518889105318,0,97543,"NA","NA","NA"
2021,16020,"Cape Girardeau, MO-IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,97757,"NA","NA","NA"
2022,16020,"Cape Girardeau, MO-IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,98275,"NA","NA","NA"
2023,16020,"Cape Girardeau, MO-IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,98369,"NA","NA","NA"
2024,16020,"Cape Girardeau, MO-IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,98862,"NA","NA","NA"
2020,16060,"Carbondale-Marion, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,133341,"NA","NA","NA"
2021,16060,"Carbondale-Marion, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,133080,"NA","NA","NA"
2022,16060,"Carbondale-Marion, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,132693,"NA","NA","NA"
2023,16060,"Carbondale, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,52867,"NA","NA","NA"
2024,16060,"Carbondale, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,53199,"NA","NA","NA"
2020,16180,"Carson City, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58683,"NA","NA","NA"
2021,16180,"Carson City, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58796,"NA","NA","NA"
2022,16180,"Carson City, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58130,"NA","NA","NA"
2023,16180,"Carson City, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58226,"NA","NA","NA"
2024,16180,"Carson City, NV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,58148,"NA","NA","NA"
2020,16220,"Casper, WY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,80282,"NA","NA","NA"
2021,16220,"Casper, WY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,79660,"NA","NA","NA"
2022,16220,"Casper, WY","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.25626562480371,1.25626562480371,79601,"NA","NA","NA"
2023,16220,"Casper, WY","cbsa",1,1,0,0,0,0,1,1,0,1,1,1.25050020008003,1.25050020008003,79968,"NA","NA","NA"
2024,16220,"Casper, WY","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,80410,"NA","NA","NA"
2020,16260,"Cedar City, UT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,57708,"NA","NA","NA"
2021,16260,"Cedar City, UT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,60522,"NA","NA","NA"
2022,16260,"Cedar City, UT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,62429,"NA","NA","NA"
2023,16260,"Cedar City, UT","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,64485,"NA","NA","NA"
2024,16260,"Cedar City, UT","cbsa",1,1,0,1,1,0,0,0,0,1,1,1.51662217908275,1.51662217908275,65936,"NA","NA","NA"
2020,16300,"Cedar Rapids, IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,276598,"NA","NA","NA"
2021,16300,"Cedar Rapids, IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,276016,"NA","NA","NA"
2022,16300,"Cedar Rapids, IA","cbsa",1,1,0,2,2,0,0,0,0,2,2,0.362855235275335,0.362855235275335,275592,"NA","NA","NA"
2023,16300,"Cedar Rapids, IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,276088,"NA","NA","NA"
2024,16300,"Cedar Rapids, IA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,278677,"NA","NA","NA"
2020,16540,"Chambersburg-Waynesboro, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,155939,"NA","NA","NA"
2021,16540,"Chambersburg-Waynesboro, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,156589,"NA","NA","NA"
2022,16540,"Chambersburg-Waynesboro, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,156902,"NA","NA","NA"
2023,16540,"Chambersburg, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,158054,"NA","NA","NA"
2024,16540,"Chambersburg, PA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,159285,"NA","NA","NA"
2020,16580,"Champaign-Urbana, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,222303,"NA","NA","NA"
2021,16580,"Champaign-Urbana, IL","cbsa",1,1,0,1,1,0,0,0,0,1,1,0.447449315178823,0.447449315178823,223489,"NA","NA","NA"
2022,16580,"Champaign-Urbana, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,223265,"NA","NA","NA"
2023,16580,"Champaign-Urbana, IL","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,239849,"NA","NA","NA"
2024,16580,"Champaign-Urbana, IL","cbsa",1,1,0,0,0,0,1,1,0,1,1,0.412451072991466,0.412451072991466,242453,"NA","NA","NA"
2020,16620,"Charleston, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,258046,"NA","NA","NA"
2021,16620,"Charleston, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,255207,"NA","NA","NA"
2022,16620,"Charleston, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,251914,"NA","NA","NA"
2023,16620,"Charleston, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,202942,"NA","NA","NA"
2024,16620,"Charleston, WV","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,202091,"NA","NA","NA"
2020,16700,"Charleston-North Charleston, SC","cbsa",1,0,0,0,0,0,0,0,0,0,0,0.124468984196173,0,803413,"NA","NA","NA"
2021,16700,"Charleston-North Charleston, SC","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.122732215488315,0.122732215488315,814782,"NA","NA","NA"
2022,16700,"Charleston-North Charleston, SC","cbsa",2,1,0,1,1,0,0,0,0,1,1,0.2408103750742,0.1204051875371,830529,"NA","NA","NA"
2023,16700,"Charleston-North Charleston, SC","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,851698,"NA","NA","NA"
2024,16700,"Charleston-North Charleston, SC","cbsa",2,2,1,0,1,0,1,1,1,1,2,0.229900912706623,0.229900912706623,869940,"NA","NA","NA"
2020,16740,"Charlotte-Concord-Gastonia, NC-SC","cbsa",6,4,0,4,4,0,0,0,0,4,4,0.224810456683709,0.149873637789139,2668915,"NA","NA","NA"
2021,16740,"Charlotte-Concord-Gastonia, NC-SC","cbsa",5,4,1,2,3,0,2,2,1,4,5,0.184681142467096,0.147744913973677,2707369,"NA","NA","NA"
2022,16740,"Charlotte-Concord-Gastonia, NC-SC","cbsa",3,2,1,1,2,0,0,0,1,1,2,0.108850685523476,0.0725671236823171,2756069,"NA","NA","NA"
2023,16740,"Charlotte-Concord-Gastonia, NC-SC","cbsa",4,4,0,4,4,0,0,0,0,4,4,0.141733700801575,0.141733700801575,2822194,"NA","NA","NA"
2024,16740,"Charlotte-Concord-Gastonia, NC-SC","cbsa",5,5,0,4,4,0,2,2,0,6,6,0.173408199433302,0.173408199433302,2883370,"NA","NA","NA"
2020,16820,"Charlottesville, VA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,221595,"NA","NA","NA"
2021,16820,"Charlottesville, VA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,223097,"NA","NA","NA"
2022,16820,"Charlottesville, VA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,223825,"NA","NA","NA"
2023,16820,"Charlottesville, VA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,225400,"NA","NA","NA"
2024,16820,"Charlottesville, VA","cbsa",0,0,0,0,0,0,0,0,0,0,0,0,0,227336,"NA","NA","NA"
2020,16860,"Chattanooga, TN-GA","cbsa",1,1,1,0,1,0,0,0,1,0,1,0.177323828776111,0.177323828776111,563940,"NA","NA","NA"
2021,16860,"Chattanooga, TN-GA","cbsa",4,1,0,0,0,1,0,1,1,0,1,0.704902952486017,0.176225738121504,567454,"NA","NA","NA"
2022,16860,"Chattanooga, TN-GA","cbsa",1,1,0,0,0,1,0,1,1,0,1,0.174062282966091,0.174062282966091,574507,"NA","NA","NA"
